"climateSegment","speciesName","count"
"a Climate Segment "," Cinna arundinacea",12
"b Climate Segment "," Cinna arundinacea",12
"c Climate Segment "," Cinna arundinacea",13
"d Climate Segment "," Cinna arundinacea",7
"e Climate Segment "," Cinna arundinacea",10
"f Climate Segment "," Cinna arundinacea",7
"a Climate Segment "," Circaea alpina",4
"b Climate Segment "," Circaea alpina",2
"c Climate Segment "," Circaea alpina",0
"d Climate Segment "," Circaea alpina",0
"e Climate Segment "," Circaea alpina",0
"f Climate Segment "," Circaea alpina",0
"a Climate Segment "," Circaea canadensis",11
"b Climate Segment "," Circaea canadensis",11
"c Climate Segment "," Circaea canadensis",16
"d Climate Segment "," Circaea canadensis",8
"e Climate Segment "," Circaea canadensis",10
"f Climate Segment "," Circaea canadensis",6
"a Climate Segment "," Cirsium altissimum",6
"b Climate Segment "," Cirsium altissimum",6
"c Climate Segment "," Cirsium altissimum",3
"d Climate Segment "," Cirsium altissimum",4
"e Climate Segment "," Cirsium altissimum",5
"f Climate Segment "," Cirsium altissimum",4
"a Climate Segment "," Cirsium carolinianum",0
"b Climate Segment "," Cirsium carolinianum",0
"c Climate Segment "," Cirsium carolinianum",0
"d Climate Segment "," Cirsium carolinianum",0
"e Climate Segment "," Cirsium carolinianum",2
"f Climate Segment "," Cirsium carolinianum",2
"a Climate Segment "," Cirsium discolor",7
"b Climate Segment "," Cirsium discolor",7
"c Climate Segment "," Cirsium discolor",9
"d Climate Segment "," Cirsium discolor",1
"e Climate Segment "," Cirsium discolor",0
"f Climate Segment "," Cirsium discolor",0
"a Climate Segment "," Cirsium muticum",11
"b Climate Segment "," Cirsium muticum",6
"c Climate Segment "," Cirsium muticum",2
"d Climate Segment "," Cirsium muticum",1
"e Climate Segment "," Cirsium muticum",0
"f Climate Segment "," Cirsium muticum",0
"a Climate Segment "," Cirsium pitcheri",2
"b Climate Segment "," Cirsium pitcheri",0
"c Climate Segment "," Cirsium pitcheri",0
"d Climate Segment "," Cirsium pitcheri",0
"e Climate Segment "," Cirsium pitcheri",0
"f Climate Segment "," Cirsium pitcheri",0
"a Climate Segment "," Cirsium pumilum",6
"b Climate Segment "," Cirsium pumilum",0
"c Climate Segment "," Cirsium pumilum",0
"d Climate Segment "," Cirsium pumilum",0
"e Climate Segment "," Cirsium pumilum",0
"f Climate Segment "," Cirsium pumilum",0
"a Climate Segment "," Cladium mariscoides",13
"b Climate Segment "," Cladium mariscoides",4
"c Climate Segment "," Cladium mariscoides",1
"d Climate Segment "," Cladium mariscoides",0
"e Climate Segment "," Cladium mariscoides",0
"f Climate Segment "," Cladium mariscoides",0
"a Climate Segment "," Cladrastis kentukea",0
"b Climate Segment "," Cladrastis kentukea",0
"c Climate Segment "," Cladrastis kentukea",0
"d Climate Segment "," Cladrastis kentukea",1
"e Climate Segment "," Cladrastis kentukea",0
"f Climate Segment "," Cladrastis kentukea",0
"a Climate Segment "," Claytonia virginica",16
"b Climate Segment "," Claytonia virginica",15
"c Climate Segment "," Claytonia virginica",15
"d Climate Segment "," Claytonia virginica",9
"e Climate Segment "," Claytonia virginica",13
"f Climate Segment "," Claytonia virginica",7
"a Climate Segment "," Clematis pitcheri",0
"b Climate Segment "," Clematis pitcheri",0
"c Climate Segment "," Clematis pitcheri",0
"d Climate Segment "," Clematis pitcheri",0
"e Climate Segment "," Clematis pitcheri",1
"f Climate Segment "," Clematis pitcheri",3
"a Climate Segment "," Clematis viorna",0
"b Climate Segment "," Clematis viorna",6
"c Climate Segment "," Clematis viorna",5
"d Climate Segment "," Clematis viorna",3
"e Climate Segment "," Clematis viorna",7
"f Climate Segment "," Clematis viorna",3
"a Climate Segment "," Clematis virginiana",5
"b Climate Segment "," Clematis virginiana",7
"c Climate Segment "," Clematis virginiana",4
"d Climate Segment "," Clematis virginiana",1
"e Climate Segment "," Clematis virginiana",4
"f Climate Segment "," Clematis virginiana",6
"a Climate Segment "," Clinopodium arkansanum",1
"b Climate Segment "," Clinopodium arkansanum",1
"c Climate Segment "," Clinopodium arkansanum",0
"d Climate Segment "," Clinopodium arkansanum",0
"e Climate Segment "," Clinopodium arkansanum",0
"f Climate Segment "," Clinopodium arkansanum",0
"a Climate Segment "," Clinopodium vulgare",2
"b Climate Segment "," Clinopodium vulgare",0
"c Climate Segment "," Clinopodium vulgare",0
"d Climate Segment "," Clinopodium vulgare",0
"e Climate Segment "," Clinopodium vulgare",1
"f Climate Segment "," Clinopodium vulgare",2
"a Climate Segment "," Clintonia borealis",1
"b Climate Segment "," Clintonia borealis",0
"c Climate Segment "," Clintonia borealis",0
"d Climate Segment "," Clintonia borealis",0
"e Climate Segment "," Clintonia borealis",0
"f Climate Segment "," Clintonia borealis",0
"a Climate Segment "," Clitoria mariana",0
"b Climate Segment "," Clitoria mariana",0
"c Climate Segment "," Clitoria mariana",0
"d Climate Segment "," Clitoria mariana",0
"e Climate Segment "," Clitoria mariana",2
"f Climate Segment "," Clitoria mariana",3
"a Climate Segment "," Cocculus carolinus",0
"b Climate Segment "," Cocculus carolinus",0
"c Climate Segment "," Cocculus carolinus",0
"d Climate Segment "," Cocculus carolinus",0
"e Climate Segment "," Cocculus carolinus",1
"f Climate Segment "," Cocculus carolinus",4
"a Climate Segment "," Coeloglossum viride",2
"b Climate Segment "," Coeloglossum viride",4
"c Climate Segment "," Coeloglossum viride",0
"d Climate Segment "," Coeloglossum viride",0
"e Climate Segment "," Coeloglossum viride",0
"f Climate Segment "," Coeloglossum viride",0
"a Climate Segment "," Coleataenia anceps",0
"b Climate Segment "," Coleataenia anceps",0
"c Climate Segment "," Coleataenia anceps",0
"d Climate Segment "," Coleataenia anceps",2
"e Climate Segment "," Coleataenia anceps",3
"f Climate Segment "," Coleataenia anceps",5
"a Climate Segment "," Coleataenia rigidula",11
"b Climate Segment "," Coleataenia rigidula",0
"c Climate Segment "," Coleataenia rigidula",2
"d Climate Segment "," Coleataenia rigidula",3
"e Climate Segment "," Coleataenia rigidula",6
"f Climate Segment "," Coleataenia rigidula",5
"a Climate Segment "," Coleataenia stipitata",0
"b Climate Segment "," Coleataenia stipitata",0
"c Climate Segment "," Coleataenia stipitata",1
"d Climate Segment "," Coleataenia stipitata",1
"e Climate Segment "," Coleataenia stipitata",5
"f Climate Segment "," Coleataenia stipitata",0
"a Climate Segment "," Collinsia verna",4
"b Climate Segment "," Collinsia verna",2
"c Climate Segment "," Collinsia verna",5
"d Climate Segment "," Collinsia verna",0
"e Climate Segment "," Collinsia verna",1
"f Climate Segment "," Collinsia verna",1
"a Climate Segment "," Collinsonia canadensis",4
"b Climate Segment "," Collinsonia canadensis",7
"c Climate Segment "," Collinsonia canadensis",9
"d Climate Segment "," Collinsonia canadensis",6
"e Climate Segment "," Collinsonia canadensis",8
"f Climate Segment "," Collinsonia canadensis",6
"a Climate Segment "," Comandra umbellata",14
"b Climate Segment "," Comandra umbellata",7
"c Climate Segment "," Comandra umbellata",2
"d Climate Segment "," Comandra umbellata",2
"e Climate Segment "," Comandra umbellata",2
"f Climate Segment "," Comandra umbellata",3
"a Climate Segment "," Comarum palustre",8
"b Climate Segment "," Comarum palustre",3
"c Climate Segment "," Comarum palustre",0
"d Climate Segment "," Comarum palustre",0
"e Climate Segment "," Comarum palustre",0
"f Climate Segment "," Comarum palustre",0
"a Climate Segment "," Commelina diffusa",0
"b Climate Segment "," Commelina diffusa",0
"c Climate Segment "," Commelina diffusa",0
"d Climate Segment "," Commelina diffusa",2
"e Climate Segment "," Commelina diffusa",5
"f Climate Segment "," Commelina diffusa",5
"a Climate Segment "," Commelina erecta",8
"b Climate Segment "," Commelina erecta",0
"c Climate Segment "," Commelina erecta",0
"d Climate Segment "," Commelina erecta",1
"e Climate Segment "," Commelina erecta",1
"f Climate Segment "," Commelina erecta",1
"a Climate Segment "," Commelina virginica",0
"b Climate Segment "," Commelina virginica",0
"c Climate Segment "," Commelina virginica",0
"d Climate Segment "," Commelina virginica",3
"e Climate Segment "," Commelina virginica",5
"f Climate Segment "," Commelina virginica",6
"a Climate Segment "," Comptonia peregrina",7
"b Climate Segment "," Comptonia peregrina",0
"c Climate Segment "," Comptonia peregrina",0
"d Climate Segment "," Comptonia peregrina",0
"e Climate Segment "," Comptonia peregrina",0
"f Climate Segment "," Comptonia peregrina",0
"a Climate Segment "," Conioselinum chinense",3
"b Climate Segment "," Conioselinum chinense",0
"c Climate Segment "," Conioselinum chinense",0
"d Climate Segment "," Conioselinum chinense",0
"e Climate Segment "," Conioselinum chinense",0
"f Climate Segment "," Conioselinum chinense",0
"a Climate Segment "," Conoclinium coelestinum",1
"b Climate Segment "," Conoclinium coelestinum",0
"c Climate Segment "," Conoclinium coelestinum",2
"d Climate Segment "," Conoclinium coelestinum",7
"e Climate Segment "," Conoclinium coelestinum",13
"f Climate Segment "," Conoclinium coelestinum",7
"a Climate Segment "," Conopholis americana",5
"b Climate Segment "," Conopholis americana",5
"c Climate Segment "," Conopholis americana",2
"d Climate Segment "," Conopholis americana",2
"e Climate Segment "," Conopholis americana",6
"f Climate Segment "," Conopholis americana",2
"a Climate Segment "," Conyza canadensis",10
"b Climate Segment "," Conyza canadensis",7
"c Climate Segment "," Conyza canadensis",6
"d Climate Segment "," Conyza canadensis",5
"e Climate Segment "," Conyza canadensis",6
"f Climate Segment "," Conyza canadensis",4
"a Climate Segment "," Conyza ramosissima",4
"b Climate Segment "," Conyza ramosissima",4
"c Climate Segment "," Conyza ramosissima",5
"d Climate Segment "," Conyza ramosissima",3
"e Climate Segment "," Conyza ramosissima",2
"f Climate Segment "," Conyza ramosissima",5
"a Climate Segment "," Coptis trifolia",6
"b Climate Segment "," Coptis trifolia",1
"c Climate Segment "," Coptis trifolia",0
"d Climate Segment "," Coptis trifolia",0
"e Climate Segment "," Coptis trifolia",0
"f Climate Segment "," Coptis trifolia",0
"a Climate Segment "," Corallorhiza maculata",5
"b Climate Segment "," Corallorhiza maculata",3
"c Climate Segment "," Corallorhiza maculata",0
"d Climate Segment "," Corallorhiza maculata",1
"e Climate Segment "," Corallorhiza maculata",0
"f Climate Segment "," Corallorhiza maculata",0
"a Climate Segment "," Corallorhiza odontorhiza",1
"b Climate Segment "," Corallorhiza odontorhiza",1
"c Climate Segment "," Corallorhiza odontorhiza",0
"d Climate Segment "," Corallorhiza odontorhiza",2
"e Climate Segment "," Corallorhiza odontorhiza",3
"f Climate Segment "," Corallorhiza odontorhiza",1
"a Climate Segment "," Corallorhiza wisteriana",0
"b Climate Segment "," Corallorhiza wisteriana",0
"c Climate Segment "," Corallorhiza wisteriana",2
"d Climate Segment "," Corallorhiza wisteriana",5
"e Climate Segment "," Corallorhiza wisteriana",9
"f Climate Segment "," Corallorhiza wisteriana",4
"a Climate Segment "," Coreopsis lanceolata",5
"b Climate Segment "," Coreopsis lanceolata",1
"c Climate Segment "," Coreopsis lanceolata",0
"d Climate Segment "," Coreopsis lanceolata",0
"e Climate Segment "," Coreopsis lanceolata",0
"f Climate Segment "," Coreopsis lanceolata",0
"a Climate Segment "," Coreopsis palmata",13
"b Climate Segment "," Coreopsis palmata",2
"c Climate Segment "," Coreopsis palmata",0
"d Climate Segment "," Coreopsis palmata",0
"e Climate Segment "," Coreopsis palmata",0
"f Climate Segment "," Coreopsis palmata",0
"a Climate Segment "," Coreopsis tripteris",17
"b Climate Segment "," Coreopsis tripteris",8
"c Climate Segment "," Coreopsis tripteris",2
"d Climate Segment "," Coreopsis tripteris",4
"e Climate Segment "," Coreopsis tripteris",5
"f Climate Segment "," Coreopsis tripteris",4
"a Climate Segment "," Corispermum americanum",1
"b Climate Segment "," Corispermum americanum",0
"c Climate Segment "," Corispermum americanum",0
"d Climate Segment "," Corispermum americanum",0
"e Climate Segment "," Corispermum americanum",0
"f Climate Segment "," Corispermum americanum",0
"a Climate Segment "," Corispermum pallasii",3
"b Climate Segment "," Corispermum pallasii",0
"c Climate Segment "," Corispermum pallasii",0
"d Climate Segment "," Corispermum pallasii",0
"e Climate Segment "," Corispermum pallasii",0
"f Climate Segment "," Corispermum pallasii",0
"a Climate Segment "," Cornus alternifolia",8
"b Climate Segment "," Cornus alternifolia",11
"c Climate Segment "," Cornus alternifolia",6
"d Climate Segment "," Cornus alternifolia",5
"e Climate Segment "," Cornus alternifolia",8
"f Climate Segment "," Cornus alternifolia",0
"a Climate Segment "," Cornus amomum",0
"b Climate Segment "," Cornus amomum",0
"c Climate Segment "," Cornus amomum",0
"d Climate Segment "," Cornus amomum",1
"e Climate Segment "," Cornus amomum",2
"f Climate Segment "," Cornus amomum",0
"a Climate Segment "," Cornus canadensis",1
"b Climate Segment "," Cornus canadensis",0
"c Climate Segment "," Cornus canadensis",0
"d Climate Segment "," Cornus canadensis",0
"e Climate Segment "," Cornus canadensis",0
"f Climate Segment "," Cornus canadensis",0
"a Climate Segment "," Cornus drummondii",1
"b Climate Segment "," Cornus drummondii",9
"c Climate Segment "," Cornus drummondii",14
"d Climate Segment "," Cornus drummondii",10
"e Climate Segment "," Cornus drummondii",9
"f Climate Segment "," Cornus drummondii",4
"a Climate Segment "," Cornus florida",9
"b Climate Segment "," Cornus florida",12
"c Climate Segment "," Cornus florida",15
"d Climate Segment "," Cornus florida",8
"e Climate Segment "," Cornus florida",15
"f Climate Segment "," Cornus florida",5
"a Climate Segment "," Cornus foemina",1
"b Climate Segment "," Cornus foemina",0
"c Climate Segment "," Cornus foemina",0
"d Climate Segment "," Cornus foemina",1
"e Climate Segment "," Cornus foemina",4
"f Climate Segment "," Cornus foemina",5
"a Climate Segment "," Cornus obliqua",16
"b Climate Segment "," Cornus obliqua",11
"c Climate Segment "," Cornus obliqua",6
"d Climate Segment "," Cornus obliqua",4
"e Climate Segment "," Cornus obliqua",3
"f Climate Segment "," Cornus obliqua",1
"a Climate Segment "," Cornus racemosa",17
"b Climate Segment "," Cornus racemosa",12
"c Climate Segment "," Cornus racemosa",6
"d Climate Segment "," Cornus racemosa",1
"e Climate Segment "," Cornus racemosa",4
"f Climate Segment "," Cornus racemosa",1
"a Climate Segment "," Cornus rugosa",4
"b Climate Segment "," Cornus rugosa",1
"c Climate Segment "," Cornus rugosa",0
"d Climate Segment "," Cornus rugosa",0
"e Climate Segment "," Cornus rugosa",0
"f Climate Segment "," Cornus rugosa",0
"a Climate Segment "," Cornus sericea",13
"b Climate Segment "," Cornus sericea",4
"c Climate Segment "," Cornus sericea",2
"d Climate Segment "," Cornus sericea",1
"e Climate Segment "," Cornus sericea",0
