"","climateSegment","speciesName","count"
"4350","f Climate Segment "," Galactia volubilis",2
"4375","a Climate Segment "," Galium boreale",13
"4376","b Climate Segment "," Galium boreale",1
"4377","c Climate Segment "," Galium boreale",1
"4378","d Climate Segment "," Galium boreale",0
"4379","e Climate Segment "," Galium boreale",0
"4380","f Climate Segment "," Galium boreale",0
"4393","a Climate Segment "," Galium labradoricum",8
"4394","b Climate Segment "," Galium labradoricum",0
"4395","c Climate Segment "," Galium labradoricum",0
"4396","d Climate Segment "," Galium labradoricum",0
"4397","e Climate Segment "," Galium labradoricum",0
"4398","f Climate Segment "," Galium labradoricum",0
"4411","a Climate Segment "," Galium pilosum",15
"4412","b Climate Segment "," Galium pilosum",2
"4413","c Climate Segment "," Galium pilosum",0
"4414","d Climate Segment "," Galium pilosum",4
"4415","e Climate Segment "," Galium pilosum",5
"4416","f Climate Segment "," Galium pilosum",4
"4435","a Climate Segment "," Gamochaeta purpurea",4
"4436","b Climate Segment "," Gamochaeta purpurea",1
"4437","c Climate Segment "," Gamochaeta purpurea",4
"4438","d Climate Segment "," Gamochaeta purpurea",4
"4439","e Climate Segment "," Gamochaeta purpurea",10
"4440","f Climate Segment "," Gamochaeta purpurea",5
"4441","a Climate Segment "," Gaultheria procumbens",9
"4442","b Climate Segment "," Gaultheria procumbens",3
"4443","c Climate Segment "," Gaultheria procumbens",1
"4444","d Climate Segment "," Gaultheria procumbens",0
"4445","e Climate Segment "," Gaultheria procumbens",2
"4446","f Climate Segment "," Gaultheria procumbens",0
"4447","a Climate Segment "," Gaylussacia baccata",16
"4448","b Climate Segment "," Gaylussacia baccata",5
"4449","c Climate Segment "," Gaylussacia baccata",1
"4450","d Climate Segment "," Gaylussacia baccata",3
"4451","e Climate Segment "," Gaylussacia baccata",8
"4452","f Climate Segment "," Gaylussacia baccata",0
"4453","a Climate Segment "," Gentiana alba",0
"4454","b Climate Segment "," Gentiana alba",0
"4455","c Climate Segment "," Gentiana alba",0
"4456","d Climate Segment "," Gentiana alba",0
"4457","e Climate Segment "," Gentiana alba",0
"4458","f Climate Segment "," Gentiana alba",2
"4471","a Climate Segment "," Gentiana saponaria",7
"4472","b Climate Segment "," Gentiana saponaria",0
"4473","c Climate Segment "," Gentiana saponaria",0
"4474","d Climate Segment "," Gentiana saponaria",2
"4475","e Climate Segment "," Gentiana saponaria",5
"4476","f Climate Segment "," Gentiana saponaria",1
"4489","a Climate Segment "," Gentianopsis crinita",8
"4490","b Climate Segment "," Gentianopsis crinita",1
"4491","c Climate Segment "," Gentianopsis crinita",2
"4492","d Climate Segment "," Gentianopsis crinita",0
"4493","e Climate Segment "," Gentianopsis crinita",0
"4494","f Climate Segment "," Gentianopsis crinita",0
"4495","a Climate Segment "," Gentianopsis virgata",7
"4496","b Climate Segment "," Gentianopsis virgata",1
"4497","c Climate Segment "," Gentianopsis virgata",1
"4498","d Climate Segment "," Gentianopsis virgata",0
"4499","e Climate Segment "," Gentianopsis virgata",0
"4500","f Climate Segment "," Gentianopsis virgata",0
"4507","a Climate Segment "," Geranium carolinianum",12
"4508","b Climate Segment "," Geranium carolinianum",2
"4509","c Climate Segment "," Geranium carolinianum",1
"4510","d Climate Segment "," Geranium carolinianum",4
"4511","e Climate Segment "," Geranium carolinianum",12
"4512","f Climate Segment "," Geranium carolinianum",7
"4525","a Climate Segment "," Geum aleppicum",7
"4526","b Climate Segment "," Geum aleppicum",2
"4527","c Climate Segment "," Geum aleppicum",0
"4528","d Climate Segment "," Geum aleppicum",0
"4529","e Climate Segment "," Geum aleppicum",0
"4530","f Climate Segment "," Geum aleppicum",0
"4543","a Climate Segment "," Geum laciniatum",9
"4544","b Climate Segment "," Geum laciniatum",11
"4545","c Climate Segment "," Geum laciniatum",9
"4546","d Climate Segment "," Geum laciniatum",2
"4547","e Climate Segment "," Geum laciniatum",0
"4548","f Climate Segment "," Geum laciniatum",0
"4567","a Climate Segment "," Gillenia stipulata",0
"4568","b Climate Segment "," Gillenia stipulata",0
"4569","c Climate Segment "," Gillenia stipulata",0
"4570","d Climate Segment "," Gillenia stipulata",1
"4571","e Climate Segment "," Gillenia stipulata",7
"4572","f Climate Segment "," Gillenia stipulata",5
"4609","a Climate Segment "," Glyceria septentrionalis",14
"4610","b Climate Segment "," Glyceria septentrionalis",9
"4611","c Climate Segment "," Glyceria septentrionalis",4
"4612","d Climate Segment "," Glyceria septentrionalis",0
"4613","e Climate Segment "," Glyceria septentrionalis",4
"4614","f Climate Segment "," Glyceria septentrionalis",3
"4621","a Climate Segment "," Gonolobus suberosus",0
"4622","b Climate Segment "," Gonolobus suberosus",0
"4623","c Climate Segment "," Gonolobus suberosus",0
"4624","d Climate Segment "," Gonolobus suberosus",0
"4625","e Climate Segment "," Gonolobus suberosus",1
"4626","f Climate Segment "," Gonolobus suberosus",4
"4669","a Climate Segment "," Hasteola suaveolens",0
"4670","b Climate Segment "," Hasteola suaveolens",1
"4671","c Climate Segment "," Hasteola suaveolens",0
"4672","d Climate Segment "," Hasteola suaveolens",1
"4673","e Climate Segment "," Hasteola suaveolens",2
"4674","f Climate Segment "," Hasteola suaveolens",3
"4675","a Climate Segment "," Hedeoma hispida",8
"4676","b Climate Segment "," Hedeoma hispida",2
"4677","c Climate Segment "," Hedeoma hispida",0
"4678","d Climate Segment "," Hedeoma hispida",0
"4679","e Climate Segment "," Hedeoma hispida",1
"4680","f Climate Segment "," Hedeoma hispida",1
"4699","a Climate Segment "," Helenium flexuosum",0
"4700","b Climate Segment "," Helenium flexuosum",0
"4701","c Climate Segment "," Helenium flexuosum",0
"4702","d Climate Segment "," Helenium flexuosum",5
"4703","e Climate Segment "," Helenium flexuosum",4
"4704","f Climate Segment "," Helenium flexuosum",4
"4723","a Climate Segment "," Helianthus giganteus",13
"4724","b Climate Segment "," Helianthus giganteus",3
"4725","c Climate Segment "," Helianthus giganteus",2
"4726","d Climate Segment "," Helianthus giganteus",0
"4727","e Climate Segment "," Helianthus giganteus",0
"4728","f Climate Segment "," Helianthus giganteus",0
"4747","a Climate Segment "," Helianthus microcephalus",0
"4748","b Climate Segment "," Helianthus microcephalus",1
"4749","c Climate Segment "," Helianthus microcephalus",5
"4750","d Climate Segment "," Helianthus microcephalus",8
"4751","e Climate Segment "," Helianthus microcephalus",7
"4752","f Climate Segment "," Helianthus microcephalus",3
"4753","a Climate Segment "," Helianthus mollis",11
"4754","b Climate Segment "," Helianthus mollis",3
"4755","c Climate Segment "," Helianthus mollis",1
"4756","d Climate Segment "," Helianthus mollis",2
"4757","e Climate Segment "," Helianthus mollis",1
"4758","f Climate Segment "," Helianthus mollis",2
"4759","a Climate Segment "," Helianthus occidentalis",15
"4760","b Climate Segment "," Helianthus occidentalis",0
"4761","c Climate Segment "," Helianthus occidentalis",0
"4762","d Climate Segment "," Helianthus occidentalis",0
"4763","e Climate Segment "," Helianthus occidentalis",1
"4764","f Climate Segment "," Helianthus occidentalis",0
"4777","a Climate Segment "," Helianthus strumosus",12
"4778","b Climate Segment "," Helianthus strumosus",7
"4779","c Climate Segment "," Helianthus strumosus",3
"4780","d Climate Segment "," Helianthus strumosus",0
"4781","e Climate Segment "," Helianthus strumosus",2
"4782","f Climate Segment "," Helianthus strumosus",1
"4795","a Climate Segment "," Heracleum maximum",3
"4796","b Climate Segment "," Heracleum maximum",7
"4797","c Climate Segment "," Heracleum maximum",0
"4798","d Climate Segment "," Heracleum maximum",0
"4799","e Climate Segment "," Heracleum maximum",0
"4800","f Climate Segment "," Heracleum maximum",0
"4807","a Climate Segment "," Hesperostipa spartea",13
"4808","b Climate Segment "," Hesperostipa spartea",2
"4809","c Climate Segment "," Hesperostipa spartea",0
"4810","d Climate Segment "," Hesperostipa spartea",0
"4811","e Climate Segment "," Hesperostipa spartea",0
"4812","f Climate Segment "," Hesperostipa spartea",0
"4813","a Climate Segment "," Heteranthera dubia",7
"4814","b Climate Segment "," Heteranthera dubia",4
"4815","c Climate Segment "," Heteranthera dubia",0
"4816","d Climate Segment "," Heteranthera dubia",0
"4817","e Climate Segment "," Heteranthera dubia",1
"4818","f Climate Segment "," Heteranthera dubia",0
"4819","a Climate Segment "," Heteranthera reniformis",0
"4820","b Climate Segment "," Heteranthera reniformis",0
"4821","c Climate Segment "," Heteranthera reniformis",0
"4822","d Climate Segment "," Heteranthera reniformis",0
"4823","e Climate Segment "," Heteranthera reniformis",5
"4824","f Climate Segment "," Heteranthera reniformis",2
"4843","a Climate Segment "," Heuchera richardsonii",13
"4844","b Climate Segment "," Heuchera richardsonii",1
"4845","c Climate Segment "," Heuchera richardsonii",0
"4846","d Climate Segment "," Heuchera richardsonii",0
"4847","e Climate Segment "," Heuchera richardsonii",0
"4848","f Climate Segment "," Heuchera richardsonii",0
"4849","a Climate Segment "," Heuchera villosa",0
"4850","b Climate Segment "," Heuchera villosa",0
"4851","c Climate Segment "," Heuchera villosa",0
"4852","d Climate Segment "," Heuchera villosa",0
"4853","e Climate Segment "," Heuchera villosa",2
"4854","f Climate Segment "," Heuchera villosa",2
"4867","a Climate Segment "," Hibiscus moscheutos",7
"4868","b Climate Segment "," Hibiscus moscheutos",1
"4869","c Climate Segment "," Hibiscus moscheutos",0
"4870","d Climate Segment "," Hibiscus moscheutos",4
"4871","e Climate Segment "," Hibiscus moscheutos",3
"4872","f Climate Segment "," Hibiscus moscheutos",5
"4897","a Climate Segment "," Hieracium umbellatum",12
"4898","b Climate Segment "," Hieracium umbellatum",0
"4899","c Climate Segment "," Hieracium umbellatum",0
"4900","d Climate Segment "," Hieracium umbellatum",0
"4901","e Climate Segment "," Hieracium umbellatum",0
"4902","f Climate Segment "," Hieracium umbellatum",0
"4915","a Climate Segment "," Hordeum jubatum",9
"4916","b Climate Segment "," Hordeum jubatum",8
"4917","c Climate Segment "," Hordeum jubatum",3
"4918","d Climate Segment "," Hordeum jubatum",0
"4919","e Climate Segment "," Hordeum jubatum",0
"4920","f Climate Segment "," Hordeum jubatum",0
"4921","a Climate Segment "," Hordeum pusillum",0
"4922","b Climate Segment "," Hordeum pusillum",0
"4923","c Climate Segment "," Hordeum pusillum",0
"4924","d Climate Segment "," Hordeum pusillum",3
"4925","e Climate Segment "," Hordeum pusillum",3
"4926","f Climate Segment "," Hordeum pusillum",4
"4933","a Climate Segment "," Houstonia caerulea",11
"4934","b Climate Segment "," Houstonia caerulea",1
"4935","c Climate Segment "," Houstonia caerulea",1
"4936","d Climate Segment "," Houstonia caerulea",4
"4937","e Climate Segment "," Houstonia caerulea",8
"4938","f Climate Segment "," Houstonia caerulea",2
"4951","a Climate Segment "," Houstonia purpurea",0
"4952","b Climate Segment "," Houstonia purpurea",2
"4953","c Climate Segment "," Houstonia purpurea",4
"4954","d Climate Segment "," Houstonia purpurea",7
"4955","e Climate Segment "," Houstonia purpurea",13
"4956","f Climate Segment "," Houstonia purpurea",6
"4981","a Climate Segment "," Hybanthus concolor",1
"4982","b Climate Segment "," Hybanthus concolor",9
"4983","c Climate Segment "," Hybanthus concolor",10
"4984","d Climate Segment "," Hybanthus concolor",10
"4985","e Climate Segment "," Hybanthus concolor",12
"4986","f Climate Segment "," Hybanthus concolor",6
"5011","a Climate Segment "," Hydrocotyle umbellata",7
"5012","b Climate Segment "," Hydrocotyle umbellata",1
"5013","c Climate Segment "," Hydrocotyle umbellata",0
"5014","d Climate Segment "," Hydrocotyle umbellata",0
"5015","e Climate Segment "," Hydrocotyle umbellata",0
"5016","f Climate Segment "," Hydrocotyle umbellata",0
"5035","a Climate Segment "," Hydrophyllum virginianum",11
"5036","b Climate Segment "," Hydrophyllum virginianum",11
"5037","c Climate Segment "," Hydrophyllum virginianum",9
"5038","d Climate Segment "," Hydrophyllum virginianum",2
"5039","e Climate Segment "," Hydrophyllum virginianum",0
"5040","f Climate Segment "," Hydrophyllum virginianum",0
"5053","a Climate Segment "," Hylodesmum pauciflorum",0
"5054","b Climate Segment "," Hylodesmum pauciflorum",1
"5055","c Climate Segment "," Hylodesmum pauciflorum",2
"5056","d Climate Segment "," Hylodesmum pauciflorum",3
"5057","e Climate Segment "," Hylodesmum pauciflorum",4
"5058","f Climate Segment "," Hylodesmum pauciflorum",7
"5065","a Climate Segment "," Hymenocallis occidentalis",0
"5066","b Climate Segment "," Hymenocallis occidentalis",0
"5067","c Climate Segment "," Hymenocallis occidentalis",0
"5068","d Climate Segment "," Hymenocallis occidentalis",0
"5069","e Climate Segment "," Hymenocallis occidentalis",0
"5070","f Climate Segment "," Hymenocallis occidentalis",3
"5089","a Climate Segment "," Hypericum boreale",6
"5090","b Climate Segment "," Hypericum boreale",2
"5091","c Climate Segment "," Hypericum boreale",0
"5092","d Climate Segment "," Hypericum boreale",0
"5093","e Climate Segment "," Hypericum boreale",0
"5094","f Climate Segment "," Hypericum boreale",0
"5101","a Climate Segment "," Hypericum drummondii",0
"5102","b Climate Segment "," Hypericum drummondii",0
"5103","c Climate Segment "," Hypericum drummondii",1
"5104","d Climate Segment "," Hypericum drummondii",3
"5105","e Climate Segment "," Hypericum drummondii",4
"5106","f Climate Segment "," Hypericum drummondii",6
"5107","a Climate Segment "," Hypericum gentianoides",7
"5108","b Climate Segment "," Hypericum gentianoides",1
"5109","c Climate Segment "," Hypericum gentianoides",0
"5110","d Climate Segment "," Hypericum gentianoides",1
"5111","e Climate Segment "," Hypericum gentianoides",3
"5112","f Climate Segment "," Hypericum gentianoides",3
"5113","a Climate Segment "," Hypericum hypericoides",0
"5114","b Climate Segment "," Hypericum hypericoides",0
"5115","c Climate Segment "," Hypericum hypericoides",0
"5116","d Climate Segment "," Hypericum hypericoides",2
"5117","e Climate Segment "," Hypericum hypericoides",8
"5118","f Climate Segment "," Hypericum hypericoides",4
"5119","a Climate Segment "," Hypericum kalmianum",5
"5120","b Climate Segment "," Hypericum kalmianum",0
"5121","c Climate Segment "," Hypericum kalmianum",0
"5122","d Climate Segment "," Hypericum kalmianum",0
"5123","e Climate Segment "," Hypericum kalmianum",0
"5124","f Climate Segment "," Hypericum kalmianum",0
"5125","a Climate Segment "," Hypericum majus",11
"5126","b Climate Segment "," Hypericum majus",3
"5127","c Climate Segment "," Hypericum majus",0
"5128","d Climate Segment "," Hypericum majus",0
"5129","e Climate Segment "," Hypericum majus",0
"5130","f Climate Segment "," Hypericum majus",0
"5161","a Climate Segment "," Hypericum virgatum",0
"5162","b Climate Segment "," Hypericum virgatum",0
"5163","c Climate Segment "," Hypericum virgatum",0
"5164","d Climate Segment "," Hypericum virgatum",1
"5165","e Climate Segment "," Hypericum virgatum",0
"5166","f Climate Segment "," Hypericum virgatum",2
"5179","a Climate Segment "," Ilex decidua",0
"5180","b Climate Segment "," Ilex decidua",0
"5181","c Climate Segment "," Ilex decidua",0
"5182","d Climate Segment "," Ilex decidua",1
"5183","e Climate Segment "," Ilex decidua",1
"5184","f Climate Segment "," Ilex decidua",3
"5185","a Climate Segment "," Ilex mucronata",10
"5186","b Climate Segment "," Ilex mucronata",2
"5187","c Climate Segment "," Ilex mucronata",0
"5188","d Climate Segment "," Ilex mucronata",0
"5189","e Climate Segment "," Ilex mucronata",0
"5190","f Climate Segment "," Ilex mucronata",0
